family,n,objective_mode,split,instance_count,threshold_applicable_count,threshold_applicable_rate,topological_q0_infeasible_count,topological_q0_infeasible_rate,topological_q0_infeasible_wilson95_low,topological_q0_infeasible_wilson95_high,mandatory_exception_count,mandatory_exception_rate,mandatory_threshold_applicable_count,exact_q1_baseline_defeat_count,exact_q1_baseline_defeat_rate,exact_q1_baseline_defeat_wilson95_low,exact_q1_baseline_defeat_wilson95_high,exact_q1_negative_count,exact_q1_negative_rate,exact_q1_negative_wilson95_low,exact_q1_negative_wilson95_high,exact_q1_tie_count,exact_q1_tie_rate,exact_q1_tie_wilson95_low,exact_q1_tie_wilson95_high,mandatory_exact_q1_defeat_count,mandatory_exact_q1_defeat_rate,mandatory_exact_q1_defeat_wilson95_low,mandatory_exact_q1_defeat_wilson95_high,mandatory_safe_positive_count,mandatory_safe_positive_rate,mandatory_safe_positive_wilson95_low,mandatory_safe_positive_wilson95_high,mandatory_safe_positive_basic_one_tree_count,mandatory_safe_positive_basic_one_tree_rate,safe_positive_count,safe_positive_basic_one_tree_count,safe_positive_rate,safe_positive_wilson95_low,safe_positive_wilson95_high,safe_negative_count,safe_negative_basic_one_tree_count,safe_negative_rate,safe_negative_wilson95_low,safe_negative_wilson95_high,safe_negative_of_exact_negative_count,safe_negative_recall_of_exact_negative,basic_one_tree_negative_recall_of_exact_negative,safe_negative_recall_wilson95_low,safe_negative_recall_wilson95_high,certified_negative_recall_of_exact_q1_negative,certified_negative_recall_of_exact_q1_negative_wilson95_low,certified_negative_recall_of_exact_q1_negative_wilson95_high,ambiguous_count,ambiguous_rate,safe_decision_coverage,ambiguous_wilson95_low,ambiguous_wilson95_high,certified_positive_recall_of_exact_q1,certified_positive_recall_of_exact_q1_baseline_defeat,basic_one_tree_positive_recall_of_exact_q1,certified_positive_recall_wilson95_low,certified_positive_recall_wilson95_high,certified_positive_precision,q1_global_explanation_count,q1_exclusive_explanation_count,mandatory_q1_global_explained_count,mandatory_q1_global_ceiling_recall,mandatory_q1_global_rate,mandatory_q1_global_ceiling_wilson95_low,mandatory_q1_global_ceiling_wilson95_high,mandatory_q1_exclusive_explained_count,mandatory_q1_exclusive_ceiling_recall,mandatory_q1_exclusive_rate,mandatory_q1_exclusive_ceiling_wilson95_low,mandatory_q1_exclusive_ceiling_wilson95_high,mandatory_q1_shared_explained_count,mandatory_q1_shared_ceiling_recall,mandatory_q1_shared_rate,mandatory_q1_shared_ceiling_wilson95_low,mandatory_q1_shared_ceiling_wilson95_high,mandatory_metric_q_ge_2_count,mandatory_metric_q_ge_2_rate,mandatory_metric_q_ge_2_wilson95_low,mandatory_metric_q_ge_2_wilson95_high,mandatory_metric_q_ge_2_one_sided95_upper,mandatory_topological_q0_infeasible_count,mandatory_topological_q0_infeasible_rate,mandatory_topological_q0_infeasible_wilson95_low,mandatory_topological_q0_infeasible_wilson95_high,q1_global_without_strict_baseline_defeat_count,unique_q1_minimizer_certificate_count,unique_q1_minimizer_certificate_rate,safe_q1_candidate_count,safe_q1_candidate_basic_one_tree_count,safe_q1_candidate_reduction_rate,safe_q1_candidate_basic_reduction_rate,nonbaseline_edge_total,exact_q1_support_edge_count,exact_q1_support_edge_fraction,mean_hull_size,mean_interior_count,mean_interior_fraction,mean_onion_depth,edge_micro_exact_beneficial_count,edge_micro_certified_beneficial_count,edge_micro_possible_beneficial_count,edge_micro_certified_recall,edge_micro_possible_precision,edge_micro_exact_nonbeneficial_count,edge_micro_exact_tie_count,edge_micro_certified_nonbeneficial_count,edge_micro_certified_negative_recall,edge_micro_feasible_exact_negative_count,edge_micro_feasible_certified_negative_count,edge_micro_feasible_certified_negative_recall,edge_macro_negative_instance_count,edge_macro_feasible_negative_instance_count,edge_macro_mean_certified_recall,edge_macro_mean_possible_precision,edge_macro_mean_certified_negative_recall,edge_macro_mean_feasible_certified_negative_recall,q1_support_hit_rate_at_1,mean_q1_support_recall_at_1,q1_support_micro_recovered_at_1,q1_support_micro_recall_at_1,q1_support_hit_rate_at_3,mean_q1_support_recall_at_3,q1_support_micro_recovered_at_3,q1_support_micro_recall_at_3,q1_support_hit_rate_at_5,mean_q1_support_recall_at_5,q1_support_micro_recovered_at_5,q1_support_micro_recall_at_5
corridor,12,euc_2d,validation,51,51,1.0,0,0.0,0.0,0.07004661989853143,8,0.1568627450980392,8,8,0.1568627450980392,0.08169223220048706,0.2801044677298776,43,0.8431372549019608,0.7198955322701224,0.9183077677995128,0,0.0,0.0,0.07004661989853143,8,1.0,0.6755924351161198,1.0,8,1.0,0.6755924351161198,1.0,0,0.0,8,0,0.1568627450980392,0.08169223220048706,0.2801044677298776,42,0,0.8235294117647058,0.6974585747569192,0.9042759653087368,42,0.9767441860465116,0.0,0.8794100655939282,0.9958829127256662,0.9767441860465116,0.8794100655939282,0.9958829127256662,1,0.0196078431372549,0.9803921568627451,0.0034696926410608536,0.10304568726144975,1.0,1.0,0.0,0.6755924351161198,1.0,1.0,8,8,8,1.0,1.0,0.6755924351161198,1.0,8,1.0,1.0,0.6755924351161198,1.0,0,0.0,0.0,0.0,0.32440756488388023,0,0.0,0.0,0.32440756488388023,0.3123439780663678,0,0.0,0.0,0.32440756488388023,0,34,0.6666666666666666,75,1642,0.9616760347470619,0.16096065406234028,1957,74,0.03781297904956566,5.372549019607843,6.627450980392157,0.5522875816993464,2.9607843137254903,23,23,31,1.0,0.7419354838709677,1927,7,1926,0.9994810586403736,1927,1926,0.9994810586403736,51,51,1.0,0.6870370370370371,0.9994972347913526,0.9994972347913526,1.0,0.8202614379084966,51,0.6891891891891891,1.0,1.0,74,1.0,1.0,1.0,74,1.0
corridor,12,euclidean_raw,validation,51,51,1.0,0,0.0,0.0,0.07004661989853143,7,0.13725490196078433,7,7,0.13725490196078433,0.06811101735056879,0.2572169225758168,44,0.8627450980392157,0.7427830774241833,0.9318889826494312,0,0.0,0.0,0.07004661989853143,7,1.0,0.6456695649333126,1.0,7,1.0,0.6456695649333126,1.0,0,0.0,7,0,0.13725490196078433,0.06811101735056879,0.2572169225758168,42,0,0.8235294117647058,0.6974585747569192,0.9042759653087368,42,0.9545454545454546,0.0,0.8486500156237035,0.987444890050405,0.9545454545454546,0.8486500156237035,0.987444890050405,2,0.0392156862745098,0.9607843137254902,0.010821083352867085,0.13216305655362268,1.0,1.0,0.0,0.6456695649333126,1.0,1.0,7,7,7,1.0,1.0,0.6456695649333126,1.0,7,1.0,1.0,0.6456695649333126,1.0,0,0.0,0.0,5.551115123125783e-17,0.35433043506668743,0,0.0,5.551115123125783e-17,0.35433043506668743,0.34816365513116077,0,0.0,5.551115123125783e-17,0.35433043506668743,0,49,0.9607843137254902,56,1642,0.9713847726111395,0.16096065406234028,1957,51,0.026060296371997957,5.372549019607843,6.627450980392157,0.5522875816993464,2.9607843137254903,24,24,28,1.0,0.8571428571428571,1933,0,1929,0.9979306777030522,1933,1929,0.9979306777030522,51,51,1.0,0.7222222222222222,0.997961762667645,0.997961762667645,1.0,1.0,51,1.0,1.0,1.0,51,1.0,1.0,1.0,51,1.0
hoey5,5,euc_2d,fixture,1,1,1.0,0,0.0,0.0,0.7934506856227626,1,1.0,1,1,1.0,0.20654931437723745,1.0,0,0.0,0.0,0.7934506856227626,0,0.0,0.0,0.7934506856227626,1,1.0,0.20654931437723745,1.0,1,1.0,0.20654931437723745,1.0,1,1.0,1,1,1.0,0.20654931437723745,1.0,0,0,0.0,0.0,0.7934506856227626,0,,,,,,,,0,0.0,1.0,0.0,0.7934506856227626,1.0,1.0,1.0,0.20654931437723745,1.0,1.0,1,1,1,1.0,1.0,0.20654931437723745,1.0,1,1.0,1.0,0.20654931437723745,1.0,0,0.0,0.0,0.0,0.7934506856227626,0,0.0,0.0,0.7934506856227626,0.95,0,0.0,0.0,0.7934506856227626,0,1,1.0,1,2,0.5,0.0,2,1,0.5,3.0,2.0,0.4,2.0,1,1,1,1.0,1.0,1,0,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0
hoey5,5,euclidean_raw,fixture,1,1,1.0,0,0.0,0.0,0.7934506856227626,1,1.0,1,1,1.0,0.20654931437723745,1.0,0,0.0,0.0,0.7934506856227626,0,0.0,0.0,0.7934506856227626,1,1.0,0.20654931437723745,1.0,1,1.0,0.20654931437723745,1.0,1,1.0,1,1,1.0,0.20654931437723745,1.0,0,0,0.0,0.0,0.7934506856227626,0,,,,,,,,0,0.0,1.0,0.0,0.7934506856227626,1.0,1.0,1.0,0.20654931437723745,1.0,1.0,1,1,1,1.0,1.0,0.20654931437723745,1.0,1,1.0,1.0,0.20654931437723745,1.0,0,0.0,0.0,0.0,0.7934506856227626,0,0.0,0.0,0.7934506856227626,0.95,0,0.0,0.0,0.7934506856227626,0,1,1.0,1,2,0.5,0.0,2,1,0.5,3.0,2.0,0.4,2.0,1,1,1,1.0,1.0,1,0,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0
hoey5_jitter,5,euc_2d,validation,90,90,1.0,0,0.0,0.0,0.04093562556432678,71,0.7888888888888889,71,71,0.7888888888888889,0.6936520041874271,0.8604740788198507,18,0.2,0.13042401182717056,0.29413736351142555,1,0.011111111111111112,0.0019640841009183445,0.06028408311753451,71,1.0,0.9486720478031097,1.0,71,1.0,0.9486720478031097,1.0,34,0.4788732394366197,71,34,0.7888888888888889,0.6936520041874271,0.8604740788198507,18,1,0.2,0.13042401182717056,0.29413736351142555,18,1.0,0.05555555555555555,0.8241207763533425,1.0,1.0,0.8241207763533425,1.0,1,0.011111111111111112,0.9888888888888889,0.0019640841009183445,0.06028408311753451,1.0,1.0,0.4788732394366197,0.9486720478031097,1.0,1.0,72,71,71,1.0,1.0,0.9486720478031097,1.0,71,1.0,1.0,0.9486720478031097,1.0,0,0.0,0.0,0.0,0.05132795219689034,0,0.0,0.0,0.05132795219689034,0.041315658706909474,0,0.0,0.0,0.05132795219689034,0,90,1.0,90,131,0.34306569343065696,0.04379562043795615,137,90,0.656934306569343,3.522222222222222,1.4777777777777779,0.2955555555555555,2.0,78,78,80,1.0,0.975,57,2,57,1.0,57,57,1.0,45,45,1.0,0.9791666666666666,1.0,1.0,1.0,1.0,90,1.0,1.0,1.0,90,1.0,1.0,1.0,90,1.0
hoey5_jitter,5,euclidean_raw,validation,90,90,1.0,0,0.0,0.0,0.04093562556432678,72,0.8,72,72,0.8,0.7058626364885746,0.8695759881728294,18,0.2,0.13042401182717056,0.29413736351142555,0,0.0,0.0,0.04093562556432678,72,1.0,0.9493488274035422,1.0,72,1.0,0.9493488274035422,1.0,35,0.4861111111111111,72,35,0.8,0.7058626364885746,0.8695759881728294,18,1,0.2,0.13042401182717056,0.29413736351142555,18,1.0,0.05555555555555555,0.8241207763533425,1.0,1.0,0.8241207763533425,1.0,0,0.0,1.0,0.0,0.04093562556432678,1.0,1.0,0.4861111111111111,0.9493488274035422,1.0,1.0,72,72,72,1.0,1.0,0.9493488274035422,1.0,72,1.0,1.0,0.9493488274035422,1.0,0,0.0,0.0,0.0,0.05065117259645781,0,0.0,0.0,0.05065117259645781,0.04075368623063992,0,0.0,0.0,0.05065117259645781,0,89,0.9888888888888889,91,131,0.33576642335766427,0.04379562043795615,137,90,0.656934306569343,3.522222222222222,1.4777777777777779,0.2955555555555555,2.0,79,79,79,1.0,1.0,58,0,58,1.0,58,58,1.0,46,46,1.0,1.0,1.0,1.0,1.0,1.0,90,1.0,1.0,1.0,90,1.0,1.0,1.0,90,1.0
ring_interior,8,euc_2d,validation,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,6,0.06,6,6,0.06,0.027786123963188192,0.1247681544589592,93,0.93,0.8625048526092651,0.9656807389327273,1,0.01,0.0017674320641406505,0.054486196178705315,6,1.0,0.6096657120978346,1.0,4,0.6666666666666666,0.299993315138392,0.9032285888942195,1,0.16666666666666666,4,1,0.04,0.01566330399154762,0.0983707143588792,93,42,0.93,0.8625048526092651,0.9656807389327273,93,1.0,0.45161290322580644,0.960332497388265,1.0000000000000002,1.0,0.960332497388265,1.0000000000000002,3,0.03,0.97,0.010254524024038925,0.0845193642905276,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.299993315138392,0.9032285888942195,1.0,7,6,6,1.0,1.0,0.6096657120978346,1.0,6,1.0,1.0,0.6096657120978346,1.0,0,0.0,0.0,2.7755575615628914e-17,0.3903342879021653,0,0.0,2.7755575615628914e-17,0.3903342879021653,0.39303776899708265,0,0.0,2.7755575615628914e-17,0.3903342879021653,0,99,0.99,101,284,0.9223076923076923,0.7815384615384615,1300,101,0.07769230769230769,6.0,2.0,0.25,2.0,10,7,11,0.7,0.9090909090909091,1289,1,1289,1.0,1289,1289,1.0,100,100,0.6666666666666666,0.8571428571428571,1.0,1.0,1.0,0.995,100,0.9900990099009901,1.0,1.0,101,1.0,1.0,1.0,101,1.0
ring_interior,8,euclidean_raw,validation,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,6,0.06,6,6,0.06,0.027786123963188192,0.1247681544589592,94,0.94,0.8752318455410406,0.9722138760368118,0,0.0,3.469446951953614e-18,0.03699349820698568,6,1.0,0.6096657120978346,1.0,4,0.6666666666666666,0.299993315138392,0.9032285888942195,1,0.16666666666666666,4,1,0.04,0.01566330399154762,0.0983707143588792,94,42,0.94,0.8752318455410406,0.9722138760368118,94,1.0,0.44680851063829785,0.9607379237084551,0.9999999999999999,1.0,0.9607379237084551,0.9999999999999999,2,0.02,0.98,0.00550196755016235,0.07001179072854388,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.299993315138392,0.9032285888942195,1.0,6,6,6,1.0,1.0,0.6096657120978346,1.0,6,1.0,1.0,0.6096657120978346,1.0,0,0.0,0.0,2.7755575615628914e-17,0.3903342879021653,0,0.0,2.7755575615628914e-17,0.3903342879021653,0.39303776899708265,0,0.0,2.7755575615628914e-17,0.3903342879021653,0,100,1.0,100,283,0.9230769230769231,0.7823076923076924,1300,100,0.07692307692307693,6.0,2.0,0.25,2.0,10,7,10,0.7,1.0,1290,0,1290,1.0,1290,1290,1.0,100,100,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,1.0,100,1.0,1.0,1.0,100,1.0
ring_interior,10,euc_2d,validation,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,12,0.12,12,12,0.12,0.06999406437019488,0.19812099426711421,88,0.88,0.8018790057328857,0.9300059356298052,0,0.0,3.469446951953614e-18,0.03699349820698568,12,1.0,0.7575059933447592,1.0,1,0.08333333333333333,0.014865094404917095,0.35387991114111694,0,0.0,1,0,0.01,0.0017674320641406505,0.054486196178705315,88,21,0.88,0.8018790057328857,0.9300059356298052,88,1.0,0.23863636363636365,0.9581729333351078,0.9999999999999999,1.0,0.9581729333351078,0.9999999999999999,11,0.11,0.89,0.06254196357064568,0.18631296503080313,0.08333333333333333,0.08333333333333333,0.0,0.014865094404917095,0.35387991114111694,1.0,12,12,12,1.0,1.0,0.7575059933447592,1.0,12,1.0,1.0,0.7575059933447592,1.0,0,0.0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.22092219194555585,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,100,1.0,100,497,0.96,0.8012,2500,100,0.04,7.0,3.0,0.3,2.0,18,1,19,0.05555555555555555,0.9473684210526315,2481,1,2481,1.0,2481,2481,1.0,100,100,0.08333333333333333,0.9583333333333334,1.0,1.0,1.0,1.0,100,1.0,1.0,1.0,100,1.0,1.0,1.0,100,1.0
ring_interior,10,euclidean_raw,validation,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,12,0.12,12,12,0.12,0.06999406437019488,0.19812099426711421,88,0.88,0.8018790057328857,0.9300059356298052,0,0.0,3.469446951953614e-18,0.03699349820698568,12,1.0,0.7575059933447592,1.0,1,0.08333333333333333,0.014865094404917095,0.35387991114111694,0,0.0,1,0,0.01,0.0017674320641406505,0.054486196178705315,88,21,0.88,0.8018790057328857,0.9300059356298052,88,1.0,0.23863636363636365,0.9581729333351078,0.9999999999999999,1.0,0.9581729333351078,0.9999999999999999,11,0.11,0.89,0.06254196357064568,0.18631296503080313,0.08333333333333333,0.08333333333333333,0.0,0.014865094404917095,0.35387991114111694,1.0,12,12,12,1.0,1.0,0.7575059933447592,1.0,12,1.0,1.0,0.7575059933447592,1.0,0,0.0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.22092219194555585,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,100,1.0,100,495,0.96,0.802,2500,100,0.04,7.0,3.0,0.3,2.0,19,1,19,0.05263157894736842,1.0,2481,0,2481,1.0,2481,2481,1.0,100,100,0.08333333333333333,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,1.0,100,1.0,1.0,1.0,100,1.0
ring_interior,12,euc_2d,validation,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,8,0.08,8,8,0.08,0.041093461484380624,0.14998107700948735,92,0.92,0.8500189229905127,0.9589065385156194,0,0.0,3.469446951953614e-18,0.03699349820698568,8,1.0,0.6755924351161198,1.0,2,0.25,0.071479212752109,0.5907245696898311,0,0.0,2,0,0.02,0.00550196755016235,0.07001179072854388,90,16,0.9,0.8256343384950865,0.9447708629393249,90,0.9782608695652174,0.17391304347826086,0.9241650601730417,0.9940179587711463,0.9782608695652174,0.9241650601730417,0.9940179587711463,8,0.08,0.92,0.041093461484380624,0.14998107700948735,0.25,0.25,0.0,0.071479212752109,0.5907245696898311,1.0,8,8,8,1.0,1.0,0.6755924351161198,1.0,8,1.0,1.0,0.6755924351161198,1.0,0,0.0,0.0,0.0,0.32440756488388023,0,0.0,0.0,0.32440756488388023,0.3123439780663678,0,0.0,0.0,0.32440756488388023,0,83,0.83,119,756,0.9709756097560975,0.815609756097561,4100,102,0.024878048780487806,8.0,4.0,0.3333333333333334,2.3,8,2,11,0.25,0.7272727272727273,4092,0,4089,0.999266862170088,4092,4089,0.999266862170088,100,100,0.25,0.75,0.9992621951219514,0.9992621951219514,1.0,0.9933333333333333,100,0.9803921568627451,1.0,1.0,102,1.0,1.0,1.0,102,1.0
ring_interior,12,euclidean_raw,validation,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,8,0.08,8,8,0.08,0.041093461484380624,0.14998107700948735,92,0.92,0.8500189229905127,0.9589065385156194,0,0.0,3.469446951953614e-18,0.03699349820698568,8,1.0,0.6755924351161198,1.0,2,0.25,0.071479212752109,0.5907245696898311,0,0.0,2,0,0.02,0.00550196755016235,0.07001179072854388,88,17,0.88,0.8018790057328857,0.9300059356298052,88,0.9565217391304348,0.18478260869565216,0.8934831434470112,0.9829642837269863,0.9565217391304348,0.8934831434470112,0.9829642837269863,10,0.1,0.9,0.0552291370606751,0.17436566150491345,0.25,0.25,0.0,0.071479212752109,0.5907245696898311,1.0,8,8,8,1.0,1.0,0.6755924351161198,1.0,8,1.0,1.0,0.6755924351161198,1.0,0,0.0,0.0,0.0,0.32440756488388023,0,0.0,0.0,0.32440756488388023,0.3123439780663678,0,0.0,0.0,0.32440756488388023,0,85,0.85,117,753,0.9714634146341463,0.8163414634146342,4100,100,0.024390243902439025,8.0,4.0,0.3333333333333334,2.3,8,2,13,0.25,0.6153846153846154,4092,0,4087,0.9987781036168133,4092,4087,0.9987781036168133,100,100,0.25,0.625,0.9987743902439025,0.9987743902439025,1.0,1.0,100,1.0,1.0,1.0,100,1.0,1.0,1.0,100,1.0
two_cluster,8,euc_2d,validation,43,43,1.0,0,0.0,0.0,0.08200980322579117,0,0.0,0,0,0.0,0.0,0.08200980322579117,42,0.9767441860465116,0.8794100655939282,0.9958829127256662,1,0.023255813953488372,0.004117087274333769,0.12058993440607177,0,,,,0,,,,0,,0,0,0.0,0.0,0.08200980322579117,42,0,0.9767441860465116,0.8794100655939282,0.9958829127256662,42,1.0,0.0,0.916201209134296,0.9999999999999999,1.0,0.916201209134296,0.9999999999999999,1,0.023255813953488372,0.9767441860465116,0.004117087274333769,0.12058993440607177,,,,,,,1,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,0,40,0.9302325581395349,46,346,0.9148148148148149,0.3592592592592593,540,46,0.08518518518518518,5.558139534883721,2.441860465116279,0.30523255813953487,2.0,0,0,1,,0.0,539,1,539,1.0,539,539,1.0,43,43,,0.0,1.0,1.0,1.0,0.9651162790697675,43,0.9347826086956522,1.0,1.0,46,1.0,1.0,1.0,46,1.0
two_cluster,8,euclidean_raw,validation,43,43,1.0,0,0.0,0.0,0.08200980322579117,1,0.023255813953488372,1,1,0.023255813953488372,0.004117087274333769,0.12058993440607177,42,0.9767441860465116,0.8794100655939282,0.9958829127256662,0,0.0,0.0,0.08200980322579117,1,1.0,0.20654931437723745,1.0,1,1.0,0.20654931437723745,1.0,0,0.0,1,0,0.023255813953488372,0.004117087274333769,0.12058993440607177,42,0,0.9767441860465116,0.8794100655939282,0.9958829127256662,42,1.0,0.0,0.916201209134296,0.9999999999999999,1.0,0.916201209134296,0.9999999999999999,0,0.0,1.0,0.0,0.08200980322579117,1.0,1.0,0.0,0.20654931437723745,1.0,1.0,1,1,1,1.0,1.0,0.20654931437723745,1.0,1,1.0,1.0,0.20654931437723745,1.0,0,0.0,0.0,0.0,0.7934506856227626,0,0.0,0.0,0.7934506856227626,0.95,0,0.0,0.0,0.7934506856227626,0,43,1.0,43,342,0.9203703703703704,0.3666666666666667,540,43,0.07962962962962963,5.558139534883721,2.441860465116279,0.30523255813953487,2.0,1,1,1,1.0,1.0,539,0,539,1.0,539,539,1.0,43,43,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,1.0,1.0,43,1.0,1.0,1.0,43,1.0
two_cluster,10,euc_2d,validation,51,51,1.0,0,0.0,0.0,0.07004661989853143,5,0.09803921568627451,5,5,0.09803921568627451,0.04260807310761862,0.20978234681080865,44,0.8627450980392157,0.7427830774241833,0.9318889826494312,2,0.0392156862745098,0.010821083352867085,0.13216305655362268,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,0,0.0,5,0,0.09803921568627451,0.04260807310761862,0.20978234681080865,43,0,0.8431372549019608,0.7198955322701224,0.9183077677995128,43,0.9772727272727273,0.0,0.8819229030178671,0.9959767479399467,0.9772727272727273,0.8819229030178671,0.9959767479399467,3,0.058823529411764705,0.9411764705882353,0.020206639422464673,0.15924626048800425,1.0,1.0,0.0,0.5655175352168251,1.0,1.0,7,5,5,1.0,1.0,0.5655175352168251,1.0,5,1.0,1.0,0.5655175352168251,1.0,0,0.0,0.0,0.0,0.43448246478317476,0,0.0,0.0,0.43448246478317476,0.45071972834694096,0,0.0,0.0,0.43448246478317476,0,47,0.9215686274509803,56,863,0.9542109566639412,0.294358135731807,1223,55,0.044971381847914965,5.980392156862745,4.019607843137255,0.4019607843137254,2.235294117647059,7,7,11,1.0,0.6363636363636364,1213,3,1212,0.9991755976916735,1212,1212,1.0,51,51,1.0,0.5625,0.9992458521870287,1.0,1.0,0.9673202614379084,51,0.9272727272727272,1.0,1.0,55,1.0,1.0,1.0,55,1.0
two_cluster,10,euclidean_raw,validation,51,51,1.0,0,0.0,0.0,0.07004661989853143,5,0.09803921568627451,5,5,0.09803921568627451,0.04260807310761862,0.20978234681080865,46,0.9019607843137255,0.7902176531891913,0.9573919268923814,0,0.0,0.0,0.07004661989853143,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,0,0.0,5,0,0.09803921568627451,0.04260807310761862,0.20978234681080865,45,0,0.8823529411764706,0.7661915568567753,0.9449492632208182,45,0.9782608695652174,0.0,0.8866470547848865,0.9961521457419497,0.9782608695652174,0.8866470547848865,0.9961521457419497,1,0.0196078431372549,0.9803921568627451,0.0034696926410608536,0.10304568726144975,1.0,1.0,0.0,0.5655175352168251,1.0,1.0,5,5,5,1.0,1.0,0.5655175352168251,1.0,5,1.0,1.0,0.5655175352168251,1.0,0,0.0,0.0,0.0,0.43448246478317476,0,0.0,0.0,0.43448246478317476,0.45071972834694096,0,0.0,0.0,0.43448246478317476,0,50,0.9803921568627451,52,864,0.9574816026165167,0.29354047424366314,1223,51,0.041700735895339326,5.980392156862745,4.019607843137255,0.4019607843137254,2.235294117647059,7,7,8,1.0,0.875,1216,0,1215,0.9991776315789473,1215,1215,1.0,51,51,1.0,0.8333333333333334,0.9992458521870287,1.0,1.0,1.0,51,1.0,1.0,1.0,51,1.0,1.0,1.0,51,1.0
two_cluster,12,euc_2d,validation,49,49,1.0,0,0.0,6.938893903907228e-18,0.07269781922049637,7,0.14285714285714285,7,7,0.14285714285714285,0.0709642372040676,0.26667706223914406,42,0.8571428571428571,0.7333229377608557,0.9290357627959323,0,0.0,6.938893903907228e-18,0.07269781922049637,7,1.0,0.6456695649333126,1.0,7,1.0,0.6456695649333126,1.0,0,0.0,7,0,0.14285714285714285,0.0709642372040676,0.26667706223914406,40,0,0.8163265306122449,0.6864239739710013,0.9002365893792968,40,0.9523809523809523,0.0,0.8421014760304114,0.9868424750910944,0.9523809523809523,0.8421014760304114,0.9868424750910944,2,0.04081632653061224,0.9591836734693877,0.011265633366185787,0.13713032306080064,1.0,1.0,0.0,0.6456695649333126,1.0,1.0,7,7,7,1.0,1.0,0.6456695649333126,1.0,7,1.0,1.0,0.6456695649333126,1.0,0,0.0,0.0,5.551115123125783e-17,0.35433043506668743,0,0.0,5.551115123125783e-17,0.35433043506668743,0.34816365513116077,0,0.0,5.551115123125783e-17,0.35433043506668743,0,46,0.9387755102040817,53,1369,0.9726098191214471,0.29250645994832036,1935,50,0.025839793281653745,6.489795918367347,5.510204081632653,0.45918367346938777,2.5714285714285716,13,13,17,1.0,0.7647058823529411,1922,0,1918,0.9979188345473465,1919,1918,0.9994788952579469,49,49,1.0,0.7555555555555555,0.9978987413780843,0.9994169096209913,1.0,0.9897959183673469,49,0.98,1.0,1.0,50,1.0,1.0,1.0,50,1.0
two_cluster,12,euclidean_raw,validation,49,49,1.0,0,0.0,6.938893903907228e-18,0.07269781922049637,7,0.14285714285714285,7,7,0.14285714285714285,0.0709642372040676,0.26667706223914406,42,0.8571428571428571,0.7333229377608557,0.9290357627959323,0,0.0,6.938893903907228e-18,0.07269781922049637,7,1.0,0.6456695649333126,1.0,7,1.0,0.6456695649333126,1.0,0,0.0,7,0,0.14285714285714285,0.0709642372040676,0.26667706223914406,40,0,0.8163265306122449,0.6864239739710013,0.9002365893792968,40,0.9523809523809523,0.0,0.8421014760304114,0.9868424750910944,0.9523809523809523,0.8421014760304114,0.9868424750910944,2,0.04081632653061224,0.9591836734693877,0.011265633366185787,0.13713032306080064,1.0,1.0,0.0,0.6456695649333126,1.0,1.0,7,7,7,1.0,1.0,0.6456695649333126,1.0,7,1.0,1.0,0.6456695649333126,1.0,0,0.0,0.0,5.551115123125783e-17,0.35433043506668743,0,0.0,5.551115123125783e-17,0.35433043506668743,0.34816365513116077,0,0.0,5.551115123125783e-17,0.35433043506668743,0,47,0.9591836734693877,52,1368,0.9731266149870801,0.2930232558139535,1935,49,0.025322997416020673,6.489795918367347,5.510204081632653,0.45918367346938777,2.5714285714285716,13,13,17,1.0,0.7647058823529411,1922,0,1918,0.9979188345473465,1919,1918,0.9994788952579469,49,49,1.0,0.7555555555555555,0.9978987413780843,0.9994169096209913,1.0,1.0,49,1.0,1.0,1.0,49,1.0,1.0,1.0,49,1.0
